date,team,total_wins,localwinrate,KDA,vspm,cspm,dms,league,team_dragons_adv,firstheraldrate,barons,team_kpm,dtpm,dpm,golddiffat15,xpdiffat15,firsttower,timediff
2020-02-27T08:54:47Z,Afreeca Freecs,42,0.452,1.095,1.195,6.348,0.2,LCK,-3,1,0,0.27,3481.621,2050.974,-4882,-3975,0,210.629
2020-02-27T08:54:47Z,Gen.G,67,0.698,8.875,1.411,6.246,0.2,LCK,3,0,2,0.709,3269.477,2555.622,4882,3975,1,210.629
2020-02-27T09:47:22Z,Afreeca Freecs,42,0.452,0,1.242,6.52,0.2,LCK,-4,0,0,0,1945.873,967.769,-5039,-1532,0,210.592
2020-02-27T09:47:22Z,Gen.G,67,0.698,79,1.512,7.075,0.2,LCK,4,1,1,0.451,2361.711,1382.497,5039,1532,1,210.592
2020-02-27T10:44:06Z,DAMWON Gaming,63,0.677,10.2,1.703,6.902,0.2,LCK,5,1,1,0.448,2823.137,1998.317,3229,1941,1,210.553
2020-02-27T10:44:06Z,Hanwha Life Esports,25,0.287,1.267,1.392,6.663,0.2,LCK,-5,0,0,0.149,2812.649,1802.988,-3229,-1941,0,210.553
2020-02-27T12:10:56Z,DAMWON Gaming,63,0.677,1,1.186,6.526,0.2,LCK,0,0,0,0.224,3008.875,1673.288,-2922,-2378,0,210.492
2020-02-27T12:10:56Z,Hanwha Life Esports,25,0.287,9.833,1.536,6.541,0.2,LCK,0,1,1,0.634,2985.531,2281.641,2922,2378,1,210.492
2020-02-27T12:59:53Z,DAMWON Gaming,63,0.677,8.25,2.023,7.08,0.2,LCK,-1,0,0,0.535,2670.58,2010.669,-769,134,0,210.458
2020-02-27T12:59:53Z,Hanwha Life Esports,25,0.287,1.333,1.41,6.634,0.2,LCK,1,1,0,0.238,2845.761,1932.732,769,-134,1,210.458
2020-02-28T06:30:52Z,DRX,68,0.642,31.5,1.441,6.689,0.2,LCK,4,0,1,0.639,3276.675,2030.166,917,1703,0,209.729
2020-02-28T06:30:52Z,SeolHaeOne Prince,23,0.274,0.222,1.349,5.716,0.2,LCK,-4,1,0,0.071,2666.663,1878.817,-917,-1703,1,209.729
2020-02-28T08:41:48Z,DRX,68,0.642,12.857,1.424,6.412,0.2,LCK,0,1,2,0.806,2780.881,2196.864,4223,2379,1,209.638
2020-02-28T08:41:48Z,SeolHaeOne Prince,23,0.274,0.92,1.514,6.264,0.2,LCK,0,0,0,0.226,2845.199,1604.919,-4223,-2379,0,209.638
2020-02-28T09:32:21Z,SANDBOX Gaming,38,0.409,0,1.443,5.967,0.2,LCK,-4,0,0,0,2473.188,864.189,-1796,-1373,0,209.603
2020-02-28T09:32:21Z,T1,65,0.677,79,1.782,7.332,0.2,LCK,4,1,1,0.163,1844.527,1816.779,1796,1373,1,209.603
2020-02-28T11:44:57Z,SANDBOX Gaming,38,0.409,0.929,1.439,6.659,0.2,LCK,-2,1,0,0.101,2760.841,1316.637,523,-1012,1,209.51
2020-02-28T11:44:57Z,T1,65,0.677,18.667,1.789,7.285,0.2,LCK,2,0,2,0.471,2528.576,2039.899,-523,1012,0,209.51
2020-02-29T07:44:19Z,Hanwha Life Esports,25,0.287,2.375,1.499,6.241,0.2,LCK,-2,0,0,0.291,3015.254,1495.671,-2937,-984,0,208.678
2020-02-29T07:44:19Z,KT Rolster,43,0.467,6.1,1.592,6.282,0.2,LCK,2,1,0,0.465,2406.305,2200.3,2937,984,1,208.678
2020-02-29T08:46:22Z,Hanwha Life Esports,25,0.287,0.5,1.348,6.794,0.2,LCK,-3,0,0,0.065,1878.509,969.238,-3711,-3032,0,208.634
2020-02-29T08:46:22Z,KT Rolster,43,0.467,14,1.53,7.164,0.2,LCK,3,1,2,0.324,1868.136,1150.956,3711,3032,1,208.634
2020-02-29T09:46:33Z,Afreeca Freecs,42,0.452,0.615,1.397,6.272,0.2,LCK,-2,0,0,0.155,2514.295,1222.859,-3198,-2421,0,208.593
2020-02-29T09:46:33Z,DAMWON Gaming,63,0.677,11.5,1.459,7.211,0.2,LCK,2,1,1,0.504,2313.765,1619.069,3198,2421,1,208.593
2020-02-29T11:36:07Z,Afreeca Freecs,42,0.452,5.833,1.643,6.106,0.2,LCK,2,0,1,0.665,2464.39,1767.672,-1255,-1249,1,208.517
2020-02-29T11:36:07Z,DAMWON Gaming,63,0.677,1.7,1.537,6.266,0.2,LCK,-2,1,0,0.399,2534.036,1737.505,1255,1249,0,208.517
2020-02-29T12:31:58Z,Afreeca Freecs,42,0.452,4.6,2.065,6.451,0.2,LCK,2,0,1,0.331,2287.373,2391.8,3189,947,1,208.478
2020-02-29T12:31:58Z,DAMWON Gaming,63,0.677,2.214,1.229,6.177,0.2,LCK,-2,1,1,0.236,2991.54,1543.033,-3189,-947,0,208.478
2020-03-01T06:16:32Z,Gen.G,67,0.698,13.667,1.857,7.049,0.2,LCK,4,0,1,0.462,1874.546,1796.052,1598,1426,1,207.739
2020-03-01T06:16:32Z,SeolHaeOne Prince,23,0.274,0.769,1.344,6.224,0.2,LCK,-4,1,0,0.107,2479.668,968.394,-1598,-1426,0,207.739
2020-03-01T08:36:52Z,Gen.G,67,0.698,11.4,1.57,6.428,0.2,LCK,3,0,1,0.489,2704.308,2063.31,-967,-803,0,207.641
2020-03-01T08:36:52Z,SeolHaeOne Prince,23,0.274,0.812,1.601,6.061,0.2,LCK,-3,1,0,0.153,2898.88,1891.863,967,803,1,207.641
2020-03-01T10:17:00Z,DRX,68,0.642,19.5,1.851,6.931,0.2,LCK,4,1,2,0.293,1985.691,1574.149,3619,2866,1,207.572
2020-03-01T10:17:00Z,Griffin,17,0.34,0.818,1.431,6.633,0.2,LCK,-4,0,0,0.053,2178.83,935.266,-3619,-2866,0,207.572
2020-03-01T11:46:49Z,DRX,68,0.642,5.857,1.614,6.479,0.2,LCK,4,1,0,0.371,2864.822,3024.42,450,-33,1,207.509
2020-03-01T11:46:49Z,Griffin,17,0.34,1.667,1.181,5.675,0.2,LCK,-4,0,0,0.216,3783.895,1824.359,-450,33,0,207.509
2020-03-04T07:08:22Z,DAMWON Gaming,63,0.677,0.833,1.352,6.453,0.2,LCK,-3,1,0,0.211,3160.895,1713.229,739,82,1,204.703
2020-03-04T07:08:22Z,DRX,68,0.642,9.286,1.714,6.773,0.2,LCK,3,0,1,0.543,2541.338,2425.171,-739,-82,0,204.703
2020-03-04T08:51:37Z,DAMWON Gaming,63,0.677,1.429,1.507,6.087,0.2,LCK,-5,0,0,0.332,2717.69,1960.804,-5220,-4343,0,204.631
2020-03-04T08:51:37Z,DRX,68,0.642,6,1.79,7.058,0.2,LCK,5,1,2,0.633,3192.386,2087.735,5220,4343,1,204.631
2020-03-04T09:49:05Z,Hanwha Life Esports,25,0.287,1.375,1.37,6.64,0.2,LCK,-3,1,0,0.096,2398.07,1209.04,-643,-1364,1,204.591
2020-03-04T09:49:05Z,SeolHaeOne Prince,23,0.274,10.333,1.596,6.955,0.2,LCK,3,0,1,0.257,2060.043,1712.493,643,1364,0,204.591
2020-03-04T11:40:16Z,Hanwha Life Esports,25,0.287,1.6,1.763,6.384,0.2,LCK,-3,0,0,0.23,2663.36,2118.366,664,855,1,204.514
2020-03-04T11:40:16Z,SeolHaeOne Prince,23,0.274,6.3,1.574,6.012,0.2,LCK,3,1,2,0.46,2852.589,2062.624,-664,-855,0,204.514
2020-03-05T08:02:36Z,Gen.G,67,0.698,5.111,1.913,6.656,0.2,LCK,3,0,1,0.589,2810.392,2469.86,217,-265,0,203.665
2020-03-05T08:02:36Z,SANDBOX Gaming,38,0.409,2.607,1.657,6.05,0.2,LCK,-3,1,1,0.378,2928.774,1907.512,-217,265,1,203.665
2020-03-05T09:07:50Z,Gen.G,67,0.698,59,1.873,7.324,0.2,LCK,4,1,1,0.528,2278.204,1673.134,2088,2810,1,203.62
2020-03-05T09:07:50Z,SANDBOX Gaming,38,0.409,0.067,1.275,6.669,0.2,LCK,-4,0,0,0.035,2617.183,1122.078,-2088,-2810,0,203.62
2020-03-05T10:07:37Z,Afreeca Freecs,42,0.452,1,1.525,6.109,0.2,LCK,-3,0,0,0.168,2655.918,1299.682,-5224,-2857,0,203.578
2020-03-05T10:07:37Z,T1,65,0.677,15,1.665,6.546,0.2,LCK,3,1,1,0.617,1811.21,1981.261,5224,2857,1,203.578
2020-03-05T11:44:34Z,Afreeca Freecs,42,0.452,9.4,2.088,6.374,0.2,LCK,5,1,2,0.468,2329.064,1952.866,2369,938,1,203.511
2020-03-05T11:44:34Z,T1,65,0.677,1.125,1.421,6.579,0.2,LCK,-5,0,0,0.146,2594.561,1596.959,-2369,-938,0,203.511
2020-03-05T12:43:59Z,Afreeca Freecs,42,0.452,5.556,1.839,6.836,0.2,LCK,0,1,1,0.357,2506.876,1800.191,1262,29,1,203.469
2020-03-05T12:43:59Z,T1,65,0.677,2.2,1.858,6.507,0.2,LCK,0,0,0,0.214,2524.168,1749.218,-1262,-29,0,203.469
2020-03-06T07:45:45Z,Griffin,17,0.34,34,2.086,6.932,0.2,LCK,3,1,0,0.332,2329.654,1768.548,1469,-874,1,202.677
2020-03-06T07:45:45Z,KT Rolster,43,0.467,0.167,1.798,6.844,0.2,LCK,-3,0,1,0.028,2505.007,1508.603,-1469,874,0,202.677
2020-03-06T08:48:02Z,Griffin,17,0.34,1.133,1.473,6.245,0.2,LCK,-5,0,0,0.149,3162.853,1929.602,-1158,-666,0,202.633
2020-03-06T08:48:02Z,KT Rolster,43,0.467,10.4,1.61,6.525,0.2,LCK,5,1,1,0.447,3243.4,2301.352,1158,666,1,202.633
2020-03-06T09:44:33Z,Griffin,17,0.34,0,1.229,6.091,0.2,LCK,-4,0,0,0,2783.635,1219.685,-4247,-2876,0,202.594
2020-03-06T09:44:33Z,KT Rolster,43,0.467,79,1.702,6.314,0.2,LCK,4,1,2,0.371,2148.723,1999.347,4247,2876,1,202.594
2020-03-25T05:23:30Z,Gen.G,67,0.698,8,1.69,6.619,0.2,LCK,2,1,1,0.516,2102.936,1655,2874,1157,1,183.775
2020-03-25T05:23:30Z,Griffin,17,0.34,1.143,1.103,5.675,0.2,LCK,-2,0,0,0.198,2452.341,1117.976,-2874,-1157,0,183.775
2020-03-25T06:48:23Z,Gen.G,67,0.698,6.667,1.431,6.943,0.2,LCK,-2,1,0,0.416,1828.543,1463.773,1051,-898,1,183.716
2020-03-25T06:48:23Z,Griffin,17,0.34,1.364,1.378,6.405,0.2,LCK,2,0,0,0.227,2253.539,1203.823,-1051,898,0,183.716
2020-03-25T07:48:59Z,DAMWON Gaming,63,0.677,0.882,1.62,6.451,0.2,LCK,-4,1,1,0.142,2632.114,1133.499,-2377,-2081,0,183.674
2020-03-25T07:48:59Z,KT Rolster,43,0.467,13.5,1.591,6.622,0.2,LCK,4,0,0,0.604,2176.199,1907.496,2377,2081,1,183.674
2020-03-25T08:47:58Z,DAMWON Gaming,63,0.677,5.222,1.761,6.658,0.2,LCK,5,1,1,0.348,3513.52,1739.102,2812,1184,1,183.633
2020-03-25T08:47:58Z,KT Rolster,43,0.467,2.917,1.35,6.826,0.2,LCK,-5,0,0,0.261,2512.699,2281.246,-2812,-1184,0,183.633
2020-03-25T09:43:34Z,DAMWON Gaming,63,0.677,0.917,1.159,6.03,0.2,LCK,-4,0,0,0.113,3034.78,1136.612,-3518,-4637,0,183.595
2020-03-25T09:43:34Z,KT Rolster,43,0.467,14.667,1.513,6.534,0.2,LCK,4,1,1,0.452,1938.557,2171.142,3518,4637,1,183.595
2020-03-25T10:31:00Z,DRX,68,0.642,11,1.68,6.629,0.2,LCK,3,0,1,0.644,2654.594,2096.229,-39,2614,0,183.562
2020-03-25T10:31:00Z,Hanwha Life Esports,25,0.287,0.667,1.343,6.138,0.2,LCK,-3,1,0,0.184,2887.266,1675.8,39,-2614,1,183.562
2020-03-25T12:05:45Z,DRX,68,0.642,2.889,1.496,7.238,0.2,LCK,1,1,0,0.238,2065.799,1417.734,-147,-996,0,183.496
2020-03-25T12:05:45Z,Hanwha Life Esports,25,0.287,2.375,1.734,7.006,0.2,LCK,-1,0,1,0.267,2089.52,1134.894,147,996,1,183.496
2020-03-25T13:03:46Z,DRX,68,0.642,2.333,1.728,6.241,0.2,LCK,-2,0,0,0.274,2855.005,1674.394,1486,3654,0,183.456
2020-03-25T13:03:46Z,Hanwha Life Esports,25,0.287,5.2,1.575,5.628,0.2,LCK,2,1,1,0.383,2438.505,2064.886,-1486,-3654,1,183.456
2020-03-26T05:40:44Z,Afreeca Freecs,42,0.452,0.75,1.574,6.303,0.2,LCK,-3,1,0,0.128,2512.225,1312.544,2265,1205,1,182.763
2020-03-26T05:40:44Z,SANDBOX Gaming,38,0.409,16.75,1.498,7.036,0.2,LCK,3,0,1,0.51,1989.846,1798.247,-2265,-1205,0,182.763
2020-03-26T06:52:01Z,Afreeca Freecs,42,0.452,1.533,1.832,6.064,0.2,LCK,0,1,0,0.159,2104.301,1641.451,-736,-1428,0,182.714
2020-03-26T06:52:01Z,SANDBOX Gaming,38,0.409,8.167,1.752,6.589,0.2,LCK,0,0,1,0.398,2485.301,1540.407,736,1428,1,182.714
2020-03-26T07:52:26Z,SeolHaeOne Prince,23,0.274,0,1.245,6.753,0.2,LCK,-3,0,0,0,2461.135,1277.113,-3968,-3230,0,182.672
2020-03-26T07:52:26Z,T1,65,0.677,79,1.253,6.854,0.2,LCK,3,1,1,0.589,2083.896,1578.08,3968,3230,1,182.672
2020-03-26T11:35:31Z,DAMWON Gaming,63,0.677,0.625,1.592,6.874,0.2,LCK,0,1,1,0.107,2317.335,1320.393,-1394,-2482,1,182.517
2020-03-26T11:35:31Z,Gen.G,67,0.698,15,1.356,6.41,0.2,LCK,0,0,1,0.571,1880.167,1615.253,1394,2482,0,182.517
2020-03-26T13:06:57Z,DAMWON Gaming,63,0.677,4.333,1.658,6.222,0.2,LCK,2,1,0,0.313,2246.239,2119.06,-638,-1342,1,182.454
2020-03-26T13:06:57Z,Gen.G,67,0.698,2.636,1.527,6.023,0.2,LCK,-2,0,2,0.256,2874.53,1376.353,638,1342,0,182.454
2020-03-27T05:32:36Z,Hanwha Life Esports,25,0.287,0.467,1.157,6.565,0.2,LCK,-3,1,0,0.103,2727.555,1623.479,556,-20,0,181.769
2020-03-27T05:32:36Z,KT Rolster,43,0.467,20.333,1.722,6.751,0.2,LCK,3,0,1,0.517,2477.532,1903.743,-556,20,1,181.769
2020-03-27T06:48:17Z,Hanwha Life Esports,25,0.287,0.5,1.089,5.861,0.2,LCK,-2,0,0,0.082,3258.458,1789.277,-6145,-3000,0,181.716
2020-03-27T06:48:17Z,KT Rolster,43,0.467,36.5,1.408,6.548,0.2,LCK,2,1,0,0.737,2464.952,2523.52,6145,3000,1,181.716
2020-03-27T08:56:33Z,Griffin,17,0.34,1.562,1.704,6.18,0.2,LCK,2,1,0,0.24,2251.44,1588.68,2145,68,1,181.627
2020-03-27T08:56:33Z,SANDBOX Gaming,38,0.409,7.75,1.632,5.634,0.2,LCK,-2,0,1,0.48,2285.82,1511.07,-2145,-68,0,181.627
2020-03-27T09:50:52Z,Griffin,17,0.34,0.273,1.505,5.979,0.2,LCK,-4,0,0,0.03,1940.04,1506.076,-1194,-1697,0,181.59
2020-03-27T09:50:52Z,SANDBOX Gaming,38,0.409,47,1.789,6.922,0.2,LCK,4,1,1,0.332,2336.191,1363.436,1194,1697,1,181.59
2020-03-27T10:48:55Z,DRX,68,0.642,1.182,1.732,5.964,0.2,LCK,-1,0,1,0.084,2430.64,1699.671,330,-578,0,181.549
2020-03-27T10:48:55Z,T1,65,0.677,12.25,1.665,6.371,0.2,LCK,1,1,1,0.231,2550.115,1753.757,-330,578,1,181.549
2020-03-27T12:36:21Z,DRX,68,0.642,1.625,1.476,6.206,0.2,LCK,-3,1,0,0.212,2381.159,1891.996,137,391,1,181.475
2020-03-27T12:36:21Z,T1,65,0.677,8.714,1.978,6.544,0.2,LCK,3,0,2,0.484,2835,1636.663,-137,-391,0,181.475
2020-03-28T05:31:21Z,DAMWON Gaming,63,0.677,4.762,1.784,6.432,0.2,LCK,3,1,4,0.549,4543.278,3298.535,1446,1706,0,180.77
2020-03-28T05:31:21Z,SeolHaeOne Prince,23,0.274,2.133,1.407,6.114,0.2,LCK,-3,0,1,0.385,4072.766,3528.407,-1446,-1706,1,180.77
2020-03-28T07:14:18Z,DAMWON Gaming,63,0.677,9.143,1.589,6.56,0.2,LCK,2,0,0,0.625,2855.774,2473.958,-2158,-2006,0,180.698
2020-03-28T07:14:18Z,SeolHaeOne Prince,23,0.274,0.905,1.506,5.804,0.2,LCK,-2,1,1,0.208,3125.238,1935.208,2158,2006,1,180.698
2020-03-28T09:00:25Z,Afreeca Freecs,42,0.452,2.235,1.85,5.443,0.2,LCK,0,1,0,0.252,3288.887,1786.367,1854,-493,1,180.625
2020-03-28T09:00:25Z,Gen.G,67,0.698,7.1,1.492,5.453,0.2,LCK,0,0,1,0.428,2432.457,2564.528,-1854,493,0,180.625
2020-03-28T10:00:32Z,Afreeca Freecs,42,0.452,1.667,1.348,5.84,0.2,LCK,1,0,0,0.089,2452.693,812.525,-2642,-1324,0,180.583
2020-03-28T10:00:32Z,Gen.G,67,0.698,11.667,1.455,6.166,0.2,LCK,-1,1,1,0.267,1619.792,1539.891,2642,1324,1,180.583
2020-03-28T11:15:07Z,DRX,68,0.642,8.75,1.888,6.813,0.2,LCK,0,0,1,0.674,2140.556,1971.52,1510,2175,1,180.531
2020-03-28T11:15:07Z,Griffin,17,0.34,1.632,1.377,6.039,0.2,LCK,0,1,0,0.284,2808.93,1476.759,-1510,-2175,0,180.531
2020-03-28T12:31:45Z,DRX,68,0.642,7.333,1.853,6.782,0.2,LCK,3,1,0,0.815,2631.736,1782.248,3842,3388,1,180.478
2020-03-28T12:31:45Z,Griffin,17,0.34,1.136,1.104,5.9,0.2,LCK,-3,0,0,0.334,2561.804,1622.965,-3842,-3388,0,180.478
2020-03-29T05:48:28Z,Hanwha Life Esports,25,0.287,0.571,1.29,6.375,0.2,LCK,-3,0,0,0.122,2402.816,1365.918,-1932,-2378,0,179.758
2020-03-29T05:48:28Z,T1,65,0.677,17.333,1.453,7.029,0.2,LCK,3,1,0,0.571,2307.633,1798.531,1932,2378,1,179.758
2020-03-29T06:44:43Z,Hanwha Life Esports,25,0.287,8.25,1.678,5.767,0.2,LCK,2,0,1,0.582,2274.144,2012.603,-1035,-727,1,179.719
2020-03-29T06:44:43Z,T1,65,0.677,1.647,1.445,6.281,0.2,LCK,-2,1,0,0.274,2830.206,1332.842,1035,727,0,179.719
2020-03-29T07:33:02Z,Hanwha Life Esports,25,0.287,1.421,1.938,6.247,0.2,LCK,0,0,1,0.177,2741.152,1930.269,-1450,-140,0,179.685
2020-03-29T07:33:02Z,T1,65,0.677,10.143,2.261,6.192,0.2,LCK,0,1,1,0.479,2542.784,1953.961,1450,140,1,179.685
2020-03-29T08:37:08Z,SANDBOX Gaming,38,0.409,0.929,1.373,6.359,0.2,LCK,0,0,0,0.135,2764.431,1541.195,-1806,274,0,179.641
2020-03-29T08:37:08Z,SeolHaeOne Prince,23,0.274,12.75,1.542,6.67,0.2,LCK,0,1,1,0.474,2675.581,2210.97,1806,-274,1,179.641
2020-03-29T09:46:15Z,SANDBOX Gaming,38,0.409,2.556,2.02,6.504,0.2,LCK,-1,0,0,0.349,3433.367,1670.349,-315,688,0,179.593
2020-03-29T09:46:15Z,SeolHaeOne Prince,23,0.274,5.143,1.536,6.359,0.2,LCK,1,1,2,0.449,2265.362,2530.923,315,-688,1,179.593
2020-03-29T10:54:31Z,Afreeca Freecs,42,0.452,1.111,1.089,5.625,0.2,LCK,-3,1,0,0.202,2420.578,1177.525,-4704,-4122,0,179.545
2020-03-29T10:54:31Z,KT Rolster,43,0.467,12.4,1.549,6.722,0.2,LCK,3,0,0,0.726,2160.363,1887.115,4704,4122,1,179.545
2020-03-29T12:24:14Z,Afreeca Freecs,42,0.452,9.167,1.776,6.132,0.2,LCK,1,0,1,0.402,2017.615,1881.782,259,691,0,179.483
2020-03-29T12:24:14Z,KT Rolster,43,0.467,1.571,1.408,5.902,0.2,LCK,-1,1,0,0.172,2579.626,1392.845,-259,-691,1,179.483
2020-03-29T13:21:27Z,Afreeca Freecs,42,0.452,3,1.615,6.247,0.2,LCK,-3,0,1,0.299,2945.958,1644.304,-763,846,0,179.443
2020-03-29T13:21:27Z,KT Rolster,43,0.467,4.5,1.411,5.978,0.2,LCK,3,1,0,0.324,2363.157,2260.307,763,-846,1,179.443
2020-04-01T05:39:55Z,DRX,68,0.642,11.333,1.856,7.406,0.2,LCK,2,1,0,0.3,2080.501,1660.334,1764,229,0,176.764
2020-04-01T05:39:55Z,SANDBOX Gaming,38,0.409,1,1.442,6.938,0.2,LCK,-2,0,0,0.1,2435.926,955.86,-1764,-229,1,176.764
2020-04-01T06:52:56Z,DRX,68,0.642,1.12,1.599,6.547,0.2,LCK,0,0,0,0.176,3625.7,2337.402,-3465,-416,0,176.713
2020-04-01T06:52:56Z,SANDBOX Gaming,38,0.409,12.143,1.876,6.25,0.2,LCK,0,1,1,0.63,3210.416,2791.778,3465,416,1,176.713
2020-04-01T08:04:02Z,DRX,68,0.642,26.5,1.384,6.688,0.2,LCK,1,1,1,0.557,2690.815,2310.616,4071,3208,1,176.664
2020-04-01T08:04:02Z,SANDBOX Gaming,38,0.409,0.5,1.066,6.06,0.2,LCK,-1,0,0,0.08,3064.175,1372.366,-4071,-3208,0,176.664
2020-04-01T08:52:25Z,Griffin,17,0.34,2.2,1.417,5.976,0.2,LCK,-5,0,0,0.18,2217.748,1506.366,-4411,-1363,0,176.63
2020-04-01T08:52:25Z,KT Rolster,43,0.467,6,1.838,6.162,0.2,LCK,5,1,1,0.3,2647.447,1669.7,4411,1363,1,176.63
2020-04-01T10:05:05Z,Griffin,17,0.34,12,2.306,7.128,0.2,LCK,2,1,1,0.413,1842.138,1558.569,4457,3515,1,176.58
2020-04-01T10:05:05Z,KT Rolster,43,0.467,0.867,1.552,6.308,0.2,LCK,-2,0,0,0.11,2354.725,1003.624,-4457,-3515,0,176.58
2020-04-01T10:59:50Z,Griffin,17,0.34,0.364,1.436,5.883,0.2,LCK,-4,0,0,0.036,2200.972,1238.275,-2667,-2013,0,176.542
2020-04-01T10:59:50Z,KT Rolster,43,0.467,47,1.567,6.7,0.2,LCK,4,1,1,0.401,2070.547,1616.646,2667,2013,1,176.542
2020-04-01T11:48:13Z,Gen.G,67,0.698,4.375,1.685,6.621,0.2,LCK,2,0,0,0.309,2291.31,1335.225,-369,1425,1,176.508
2020-04-01T11:48:13Z,T1,65,0.677,2.333,1.705,6.734,0.2,LCK,-2,1,1,0.206,2147.686,1440.283,369,-1425,0,176.508
2020-04-01T13:31:38Z,Gen.G,67,0.698,0.75,1.136,6.262,0.2,LCK,2,0,0,0.074,2381.303,951.997,-1944,-2349,0,176.436
2020-04-01T13:31:38Z,T1,65,0.677,13,1.851,6.815,0.2,LCK,-2,1,1,0.295,1779.09,1354.739,1944,2349,1,176.436
2020-04-01T14:26:47Z,Gen.G,67,0.698,0.611,1.199,5.871,0.2,LCK,-3,1,0,0.102,2951.544,1498.808,-248,-1900,1,176.398
2020-04-01T14:26:47Z,T1,65,0.677,18,1.859,7.028,0.2,LCK,3,0,1,0.613,2988.593,2121.01,248,1900,0,176.398
2020-04-02T05:20:19Z,Afreeca Freecs,42,0.452,2,1.673,5.54,0.2,LCK,-2,1,0,0.379,2443.24,2789.783,-7,-514,1,175.778
2020-04-02T05:20:19Z,SeolHaeOne Prince,23,0.274,5.571,1.392,5.908,0.2,LCK,2,0,1,0.569,3511.516,1818.52,7,514,0,175.778
2020-04-02T06:56:34Z,Afreeca Freecs,42,0.452,2.909,1.401,5.599,0.2,LCK,1,0,0,0.518,3373.985,1677.083,-1440,-165,0,175.711
2020-04-02T06:56:34Z,SeolHaeOne Prince,23,0.274,4,1.494,5.861,0.2,LCK,-1,1,1,0.6,2388.033,2582.781,1440,165,1,175.711
2020-04-02T07:59:29Z,DAMWON Gaming,63,0.677,10.667,1.574,6.999,0.2,LCK,4,1,1,0.719,3073.998,2248.525,4715,2199,1,175.667
2020-04-02T07:59:29Z,Hanwha Life Esports,25,0.287,0.947,1.097,5.622,0.2,LCK,-4,0,0,0.227,2912.648,1720.063,-4715,-2199,0,175.667
2020-04-02T09:02:19Z,DAMWON Gaming,63,0.677,16,1.578,6.821,0.2,LCK,4,0,1,0.797,2363.147,2353.187,3992,3829,1,175.623
2020-04-02T09:02:19Z,Hanwha Life Esports,25,0.287,0.45,0.988,5.474,0.2,LCK,-4,1,0,0.159,2994.98,1337.211,-3992,-3829,0,175.623
2020-04-02T10:04:37Z,DRX,68,0.642,25,1.719,7.286,0.2,LCK,3,0,0,0.493,2621.398,1680.705,-443,1817,0,175.58
2020-04-02T10:04:37Z,KT Rolster,43,0.467,0.714,1.628,6.44,0.2,LCK,-3,1,0,0.07,2345.003,1210.076,443,-1817,1,175.58
2020-04-02T11:18:34Z,DRX,68,0.642,21.667,1.527,6.982,0.2,LCK,0,1,1,0.681,2805.125,1823.692,2263,718,1,175.529
2020-04-02T11:18:34Z,KT Rolster,43,0.467,0.684,1.154,6.366,0.2,LCK,0,0,0,0.108,2572.186,1795.663,-2263,-718,0,175.529
2020-04-03T05:33:28Z,Gen.G,67,0.698,24.667,1.683,7.189,0.2,LCK,2,1,1,0.68,2231.348,2356.539,1324,1971,1,174.768
2020-04-03T05:33:28Z,SANDBOX Gaming,38,0.409,0.579,1.196,6.143,0.2,LCK,-2,0,0,0.107,2982.1,1254.344,-1324,-1971,0,174.768
2020-04-03T06:57:41Z,Gen.G,67,0.698,11.75,1.749,6.863,0.2,LCK,-3,0,1,0.376,3031.071,2078.629,-2073,-313,0,174.71
2020-04-03T06:57:41Z,SANDBOX Gaming,38,0.409,1,1.541,6.643,0.2,LCK,3,1,0,0.116,2815.975,2037.191,2073,313,1,174.71
2020-04-03T07:42:41Z,Griffin,17,0.34,2.417,1.592,6.598,0.2,LCK,-2,0,1,0.261,2740.583,2339.843,-605,776,0,174.679
2020-04-03T07:42:41Z,T1,65,0.677,4.2,1.587,6.378,0.2,LCK,2,1,1,0.313,3413.997,1826.725,605,-776,1,174.679
2020-04-03T09:06:24Z,Griffin,17,0.34,1.714,1.574,6.006,0.2,LCK,0,0,0,0.128,2519.518,1151.692,-3793,247,0,174.621
2020-04-03T09:06:24Z,T1,65,0.677,4.2,1.664,7.272,0.2,LCK,0,1,0,0.225,1943.191,1580.332,3793,-247,1,174.621
2020-04-03T10:11:33Z,Griffin,17,0.34,0.65,1.498,6.62,0.2,LCK,-4,0,0,0.132,2886.205,1070.693,-4931,-2838,0,174.575
2020-04-03T10:11:33Z,T1,65,0.677,19.75,1.868,7.069,0.2,LCK,4,1,1,0.66,2294.918,2140.396,4931,2838,1,174.575
2020-04-03T11:02:03Z,Afreeca Freecs,42,0.452,1.875,1.474,5.966,0.2,LCK,-2,0,0,0.216,2606.304,1706.04,-983,-718,0,174.54
2020-04-03T11:02:03Z,DAMWON Gaming,63,0.677,5.889,1.747,6.245,0.2,LCK,2,1,2,0.384,2676.384,1980.528,983,718,1,174.54
2020-04-03T12:46:42Z,Afreeca Freecs,42,0.452,1.667,1.636,5.645,0.2,LCK,-1,1,1,0.252,3051.042,1445.567,-1013,-1376,0,174.468
2020-04-03T12:46:42Z,DAMWON Gaming,63,0.677,6.818,1.718,5.613,0.2,LCK,1,0,2,0.481,2116.976,2226.598,1013,1376,1,174.468
2020-04-04T04:53:07Z,KT Rolster,43,0.467,1.286,1.553,6.356,0.2,LCK,-2,0,0,0.198,3275.862,2322.465,823,1616,0,173.796
