date,team,total_wins,worldwinrate,KDA,vspm,cspm,dms,league,team_dragons_adv,firstheraldrate,barons,team_kpm,dtpm,dpm,golddiffat15,xpdiffat15,firsttower,timediff
2020-10-11T07:32:19Z,DRX,4,0.444,12.5,1.762,7.854,0.2,WCS,1,1,1,0.491,2459.018,2080.906,4334,2695,1,-391.539
2020-10-11T07:32:19Z,FlyQuest,3,0.5,0.8,1.231,6.668,0.2,WCS,-1,0,0,0.131,2565,1180.087,-4334,-2695,0,-391.539
2020-10-11T08:45:53Z,Top Esports,9,0.6,26,1.319,6.775,0.2,WCS,4,0,1,0.926,3107.066,2123.311,6248,5623,0,-392.765
2020-10-11T08:45:53Z,Unicorns Of Love.CIS,6,0.429,0.24,1.023,5.796,0.2,WCS,-4,1,0,0.111,2834.157,2043.632,-6248,-5623,1,-392.765
2020-10-11T09:47:06Z,DRX,4,0.444,10.571,1.927,7.493,0.2,WCS,1,0,0,0.659,2663.358,2142.077,3098,3897,0,-393.785
2020-10-11T09:47:06Z,Unicorns Of Love.CIS,6,0.429,0.625,1.307,6.423,0.2,WCS,-1,1,2,0.192,3030.11,2012.004,-3098,-3897,1,-393.785
2020-10-11T10:48:53Z,FlyQuest,3,0.5,8.833,1.643,6.864,0.2,WCS,3,0,2,0.487,2323.874,1793.671,1301,1485,1,-394.815
2020-10-11T10:48:53Z,Top Esports,9,0.6,1.062,1.442,6.146,0.2,WCS,-3,1,0,0.183,2387.434,1311.207,-1301,-1485,0,-394.815
2020-10-11T11:46:00Z,FlyQuest,3,0.5,5.889,1.333,6.163,0.2,WCS,2,0,1,0.766,2929.106,1904.075,5664,3793,1,-395.767
2020-10-11T11:46:00Z,Unicorns Of Love.CIS,6,0.429,1.087,1.259,5.397,0.2,WCS,-2,1,0,0.266,2495.78,1641.988,-5664,-3793,0,-395.767
2020-10-11T12:40:28Z,DRX,4,0.444,1.25,1.57,6.994,0.2,WCS,-2,1,0,0.078,3117.133,1322.247,1080,342,1,-396.674
2020-10-11T12:40:28Z,Top Esports,9,0.6,10,1.565,7.201,0.2,WCS,2,0,2,0.207,2027.37,2361.954,-1080,-342,0,-396.674
2020-10-15T08:52:43Z,DAMWON Gaming,14,0.824,8.667,1.826,7.292,0.2,WCS,4,1,2,0.235,2096.652,1530.602,554,626,1,-488.879
2020-10-15T08:52:43Z,DRX,4,0.444,0.889,1.653,6.894,0.2,WCS,-4,0,0,0.078,2231.482,1286.129,-554,-626,0,-488.879
2020-10-15T10:54:35Z,DAMWON Gaming,14,0.824,6.714,1.601,7.104,0.2,WCS,1,0,1,0.331,2414.462,1826.247,881,920,0,-490.91
2020-10-15T10:54:35Z,DRX,4,0.444,2.083,1.595,6.707,0.2,WCS,-1,1,0,0.193,2770.736,1682.098,-881,-920,1,-490.91
2020-10-15T11:55:38Z,DAMWON Gaming,14,0.824,7.857,1.581,6.806,0.2,WCS,0,1,1,0.814,3224.341,2819.457,-1075,-544,0,-491.927
2020-10-15T11:55:38Z,DRX,4,0.444,0.714,1.333,6.38,0.2,WCS,0,0,0,0.271,3372.791,2148.682,1075,544,1,-491.927
2020-10-16T09:31:15Z,JD Gaming,5,0.5,5.077,1.435,6.665,0.2,WCS,2,1,2,0.518,3628.77,2573.889,583,1824,0,-513.521
2020-10-16T09:31:15Z,Suning,12,0.632,2.55,1.854,6.546,0.2,WCS,-2,0,0,0.337,3184.221,2592.844,-583,-1824,1,-513.521
2020-10-16T10:52:44Z,JD Gaming,5,0.5,1.115,1.335,6.369,0.2,WCS,-3,1,0,0.298,3492.828,1566.899,-532,-1249,1,-514.879
2020-10-16T10:52:44Z,Suning,12,0.632,11.625,1.805,7.219,0.2,WCS,3,0,0,0.97,2264.599,2748.626,532,1249,0,-514.879
2020-10-16T11:47:28Z,JD Gaming,5,0.5,1.353,1.491,6.657,0.2,WCS,-5,0,1,0.213,3019.229,1458.529,-3378,-1043,0,-515.791
2020-10-16T11:47:28Z,Suning,12,0.632,8.143,2.112,7.229,0.2,WCS,5,1,1,0.517,2562.323,2138.032,3378,1043,1,-515.791
2020-10-16T12:43:38Z,JD Gaming,5,0.5,1.846,1.565,6.23,0.2,WCS,-4,1,0,0.26,2697.108,1507.417,4145,953,1,-516.727
2020-10-16T12:43:38Z,Suning,12,0.632,7,1.528,6.208,0.2,WCS,4,0,1,0.482,2506.205,2191.483,-4145,-953,0,-516.727
2020-10-17T09:26:35Z,Fnatic,6,0.545,11,1.424,6.552,0.2,WCS,-1,0,1,0.445,2704.184,1697.863,-499,-914,1,-537.443
2020-10-17T09:26:35Z,Top Esports,9,0.6,1.067,1.543,6.795,0.2,WCS,1,1,0,0.148,2277.804,1542.314,499,914,0,-537.443
2020-10-17T10:47:28Z,Fnatic,6,0.545,9.167,1.634,6.476,0.2,WCS,4,0,2,0.471,2816.842,2550.886,-2031,691,0,-538.791
2020-10-17T10:47:28Z,Top Esports,9,0.6,1.412,1.568,6.288,0.2,WCS,-4,1,0,0.166,3375.18,2059.197,2031,-691,1,-538.791
2020-10-17T11:47:35Z,Fnatic,6,0.545,1.375,1.204,6.404,0.2,WCS,2,0,0,0.202,2704.406,1393.957,-4137,-2475,0,-539.793
2020-10-17T11:47:35Z,Top Esports,9,0.6,8.333,1.325,6.599,0.2,WCS,-2,1,2,0.538,2320.628,1860.471,4137,2475,1,-539.793
2020-10-17T12:42:56Z,Fnatic,6,0.545,2.167,1.157,6.328,0.2,WCS,2,1,0,0.485,3325.784,2357.425,1709,1067,1,-540.716
2020-10-17T12:42:56Z,Top Esports,9,0.6,5,1.239,6.716,0.2,WCS,-2,0,1,0.672,3233.545,2558.619,-1709,-1067,0,-540.716
2020-10-17T13:33:57Z,Fnatic,6,0.545,0.846,1.388,6.623,0.2,WCS,-2,0,0,0.158,2694.599,1331.235,-3681,-3488,0,-541.566
2020-10-17T13:33:57Z,Top Esports,9,0.6,7.4,1.238,7.238,0.2,WCS,2,1,1,0.512,2410.723,1805.834,3681,3488,1,-541.566
2020-10-18T09:15:49Z,G2 Esports,8,0.571,16,2.049,7.517,0.2,WCS,-1,0,1,0.632,2532.073,1600.477,-50,1734,0,-561.264
2020-10-18T09:15:49Z,Gen.G,5,0.556,0.632,1.483,6.818,0.2,WCS,1,1,0,0.133,2497.883,1255.843,50,-1734,1,-561.264
2020-10-18T10:43:24Z,G2 Esports,8,0.571,8.455,1.563,6.768,0.2,WCS,2,0,1,0.964,3639.208,2389.57,1293,1693,1,-562.723
2020-10-18T10:43:24Z,Gen.G,5,0.556,1.036,1.308,6.148,0.2,WCS,-2,1,0,0.379,3267.917,2333.632,-1293,-1693,0,-562.723
2020-10-18T11:37:18Z,G2 Esports,8,0.571,6.143,1.606,6.369,0.2,WCS,4,0,0,0.713,3528.837,3007.938,124,1072,1,-563.622
2020-10-18T11:37:18Z,Gen.G,5,0.556,2.087,1.389,5.712,0.2,WCS,-4,1,1,0.434,3748.558,2719.38,-124,-1072,0,-563.622
2020-10-24T10:23:05Z,DAMWON Gaming,14,0.824,11.833,1.437,6.869,0.2,WCS,4,1,1,0.771,2508.329,2387.594,3234,1094,1,-706.385
2020-10-24T10:23:05Z,G2 Esports,8,0.571,0.864,1.451,6.743,0.2,WCS,-4,0,0,0.21,3247.991,1317.827,-3234,-1094,0,-706.385
2020-10-24T11:01:55Z,DAMWON Gaming,14,0.824,0.72,1.361,6.516,0.2,WCS,-4,1,0,0.239,3417.941,1985.728,-339,-318,1,-707.032
2020-10-24T11:01:55Z,G2 Esports,8,0.571,8,1.504,6.468,0.2,WCS,4,0,1,0.746,3173.108,2543.57,339,318,0,-707.032
2020-10-24T11:55:16Z,DAMWON Gaming,14,0.824,6.2,1.583,6.006,0.2,WCS,4,1,1,0.691,2270.796,2990.922,1902,1515,1,-707.921
2020-10-24T11:55:16Z,G2 Esports,8,0.571,1.227,1.514,6.239,0.2,WCS,-4,0,0,0.314,3941.623,1612.147,-1902,-1515,0,-707.921
2020-10-24T12:52:19Z,DAMWON Gaming,14,0.824,21,1.26,6.845,0.2,WCS,3,0,0,0.787,2507.297,1968.137,5888,3696,1,-708.872
2020-10-24T12:52:19Z,G2 Esports,8,0.571,0.4,1.029,6.257,0.2,WCS,-3,1,0,0.105,2594.226,1272.598,-5888,-3696,0,-708.872
2020-10-25T09:26:56Z,Suning,12,0.632,4.571,1.557,6.964,0.2,WCS,-1,0,1,0.371,2231.124,1475.023,-980,-239,0,-729.449
2020-10-25T09:26:56Z,Top Esports,9,0.6,1.545,1.928,7.065,0.2,WCS,1,1,0,0.236,2269.011,1319.697,980,239,1,-729.449
2020-10-25T10:44:12Z,Suning,12,0.632,1.917,1.77,6.714,0.2,WCS,1,0,0,0.206,3011.534,1523.038,-441,1464,1,-730.737
2020-10-25T10:44:12Z,Top Esports,9,0.6,5.571,1.646,6.85,0.2,WCS,-1,1,1,0.354,2383.864,2224.425,441,-1464,0,-730.737
2020-10-25T11:43:31Z,Suning,12,0.632,5.571,1.895,7.449,0.2,WCS,2,1,1,0.328,2323.444,1871.365,4527,2733,1,-731.725
2020-10-25T11:43:31Z,Top Esports,9,0.6,1.538,1.769,6.678,0.2,WCS,-2,0,0,0.176,2773.28,1326.527,-4527,-2733,0,-731.725
2020-10-25T12:48:03Z,Suning,12,0.632,3.944,1.75,6.903,0.2,WCS,0,1,2,0.498,3996.673,2830.928,635,-24,1,-732.801
2020-10-25T12:48:03Z,Top Esports,9,0.6,3,1.598,6.718,0.2,WCS,0,0,0,0.427,3425.784,2759.621,-635,24,0,-732.801
2020-10-31T09:27:01Z,DAMWON Gaming,14,0.824,5.917,1.839,6.637,0.2,WCS,4,1,2,0.479,2436.881,2135.032,-178,-380,0,-873.45
2020-10-31T09:27:01Z,Suning,12,0.632,1.381,1.666,6.796,0.2,WCS,-4,0,1,0.274,2868.589,1612.994,178,380,1,-873.45
2020-10-31T11:18:11Z,DAMWON Gaming,14,0.824,1.9,1.718,6.464,0.2,WCS,-3,1,0,0.346,3130.293,2255.32,2423,1338,1,-875.303
2020-10-31T11:18:11Z,Suning,12,0.632,5.167,1.643,6.545,0.2,WCS,3,0,1,0.577,3499.346,2333.369,-2423,-1338,0,-875.303
2020-10-31T12:21:53Z,DAMWON Gaming,14,0.824,4.636,1.597,6.648,0.2,WCS,3,1,1,0.454,2283.324,2364.318,5531,3144,1,-876.365
2020-10-31T12:21:53Z,Suning,12,0.632,1.812,1.938,6.455,0.2,WCS,-3,0,1,0.312,3544.233,1602.557,-5531,-3144,0,-876.365
2020-10-31T13:23:26Z,DAMWON Gaming,14,0.824,8.143,1.668,6.901,0.2,WCS,4,1,1,0.889,2861.73,2442.026,1544,543,1,-877.391
2020-10-31T13:23:26Z,Suning,12,0.632,0.625,1.304,6.508,0.2,WCS,-4,0,0,0.259,2974.799,1750.228,-1544,-543,0,-877.391
